player,salary,season_end,season_start,team,team_name
DeAndre Jordan,11440124,2015,2014,LAC,Los Angeles Clippers
J.J. Redick,6583500,2015,2014,LAC,Los Angeles Clippers
Jamal Crawford,5450000,2015,2014,LAC,Los Angeles Clippers
Spencer Hawes,5305000,2015,2014,LAC,Los Angeles Clippers
Matt Barnes,3396250,2015,2014,LAC,Los Angeles Clippers
Austin Rivers,2439840,2015,2014,LAC,Los Angeles Clippers
Jordan Farmar,2077000,2015,2014,LAC,Los Angeles Clippers
Hedo Turkoglu,1448490,2015,2014,LAC,Los Angeles Clippers
Glen Davis,1227985,2015,2014,LAC,Los Angeles Clippers
C.J. Wilcox,1109760,2015,2014,LAC,Los Angeles Clippers
Ekpe Udoh,981084,2015,2014,LAC,Los Angeles Clippers
Carlos Delfino,650000,2015,2014,LAC,Los Angeles Clippers
Dahntay Jones,387632,2015,2014,LAC,Los Angeles Clippers
Miroslav Raduljica,300000,2015,2014,LAC,Los Angeles Clippers
Nate Robinson,154918,2015,2014,LAC,Los Angeles Clippers
Jordan Hamilton,150591,2015,2014,LAC,Los Angeles Clippers
Lester Hudson,55774,2015,2014,LAC,Los Angeles Clippers
Kobe Bryant,23500000,2015,2014,LAL,Los Angeles Lakers
Steve Nash,9701000,2015,2014,LAL,Los Angeles Lakers
Jordan Hill,9000000,2015,2014,LAL,Los Angeles Lakers
Jeremy Lin,8374646,2015,2014,LAL,Los Angeles Lakers
Nick Young,4994420,2015,2014,LAL,Los Angeles Lakers
Carlos Boozer,3250000,2015,2014,LAL,Los Angeles Lakers
Julius Randle,2997360,2015,2014,LAL,Los Angeles Lakers
Ryan Kelly,1650000,2015,2014,LAL,Los Angeles Lakers
Ronnie Price,1316809,2015,2014,LAL,Los Angeles Lakers
Xavier Henry,1082000,2015,2014,LAL,Los Angeles Lakers
Wayne Ellington,1063384,2015,2014,LAL,Los Angeles Lakers
Wesley Johnson,981084,2015,2014,LAL,Los Angeles Lakers
Ed Davis,981084,2015,2014,LAL,Los Angeles Lakers
Robert Sacre,915243,2015,2014,LAL,Los Angeles Lakers
Jordan Clarkson,507336,2015,2014,LAL,Los Angeles Lakers
Tarik Black,507336,2015,2014,LAL,Los Angeles Lakers
Dwight Buycks,48028,2015,2014,LAL,Los Angeles Lakers
Jabari Brown,44765,2015,2014,LAL,Los Angeles Lakers
Zach Randolph,16500000,2015,2014,MEM,Memphis Grizzlies
Marc Gasol,15829688,2015,2014,MEM,Memphis Grizzlies
Jeff Green,9445000,2015,2014,MEM,Memphis Grizzlies
Mike Conley,8894216,2015,2014,MEM,Memphis Grizzlies
Courtney Lee,5450000,2015,2014,MEM,Memphis Grizzlies
Tony Allen,4831461,2015,2014,MEM,Memphis Grizzlies
Vince Carter,3911981,2015,2014,MEM,Memphis Grizzlies
Kosta Koufos,3000000,2015,2014,MEM,Memphis Grizzlies
Beno Udrih,2077000,2015,2014,MEM,Memphis Grizzlies
Jordan Adams,1344120,2015,2014,MEM,Memphis Grizzlies
Jon Leuer,967500,2015,2014,MEM,Memphis Grizzlies
Nick Calathes,816482,2015,2014,MEM,Memphis Grizzlies
Russ Smith,816482,2015,2014,MEM,Memphis Grizzlies
Jarnell Stokes,725000,2015,2014,MEM,Memphis Grizzlies
Fab Melo,437080,2015,2014,MEM,Memphis Grizzlies
Jamaal Franklin,163296,2015,2014,MEM,Memphis Grizzlies
Tyrus Thomas,72234,2015,2014,MEM,Memphis Grizzlies
JaMychal Green,59686,2015,2014,MEM,Memphis Grizzlies
Chris Bosh,20644400,2015,2014,MIA,Miami Heat
Dwyane Wade,15000000,2015,2014,MIA,Miami Heat
Luol Deng,9714461,2015,2014,MIA,Miami Heat
Goran Dragic,7500000,2015,2014,MIA,Miami Heat
Mike Miller,6600000,2015,2014,MIA,Miami Heat
Chris Andersen,5375000,2015,2014,MIA,Miami Heat
Josh McRoberts,5305000,2015,2014,MIA,Miami Heat
Mario Chalmers,4000000,2015,2014,MIA,Miami Heat
Udonis Haslem,2732000,2015,2014,MIA,Miami Heat
Zoran Dragic,1962103,2015,2014,MIA,Miami Heat
Shabazz Napier,1238640,2015,2014,MIA,Miami Heat
Hassan Whiteside,769881,2015,2014,MIA,Miami Heat
James Ennis,507336,2015,2014,MIA,Miami Heat
Tyler Johnson,507336,2015,2014,MIA,Miami Heat
Michael Beasley,330226,2015,2014,MIA,Miami Heat
Henry Walker,115422,2015,2014,MIA,Miami Heat
Khem Birch,50000,2015,2014,MIA,Miami Heat
Larry Sanders,11000000,2015,2014,MIL,Milwaukee Bucks
O.J. Mayo,8000000,2015,2014,MIL,Milwaukee Bucks
Drew Gooden,6680000,2015,2014,MIL,Milwaukee Bucks
Zaza Pachulia,5200000,2015,2014,MIL,Milwaukee Bucks
Jabari Parker,4930560,2015,2014,MIL,Milwaukee Bucks
Caron Butler,4500000,2015,2014,MIL,Milwaukee Bucks
Jared Dudley,4250000,2015,2014,MIL,Milwaukee Bucks
Jerryd Bayless,3000000,2015,2014,MIL,Milwaukee Bucks
Michael Carter-Williams,2300040,2015,2014,MIL,Milwaukee Bucks
John Henson,1987320,2015,2014,MIL,Milwaukee Bucks
Giannis Antetokounmpo,1873200,2015,2014,MIL,Milwaukee Bucks
Tyler Ennis,1590720,2015,2014,MIL,Milwaukee Bucks
Shawne Williams,1227985,2015,2014,MIL,Milwaukee Bucks
Miles Plumlee,1169880,2015,2014,MIL,Milwaukee Bucks
Khris Middleton,915243,2015,2014,MIL,Milwaukee Bucks
Damien Inglis,820000,2015,2014,MIL,Milwaukee Bucks
Nate Wolters,816482,2015,2014,MIL,Milwaukee Bucks
Johnny O\'Bryant,600000,2015,2014,MIL,Milwaukee Bucks
Kenyon Martin,414551,2015,2014,MIL,Milwaukee Bucks
Chris Johnson,107674,2015,2014,MIL,Milwaukee Bucks
Jorge Gutierrez,59686,2015,2014,MIL,Milwaukee Bucks
Nikola Pekovic,12100000,2015,2014,MIN,Minnesota Timberwolves
Kevin Garnett,12000000,2015,2014,MIN,Minnesota Timberwolves
Kevin Martin,6792500,2015,2014,MIN,Minnesota Timberwolves
Anthony Bennett,5563920,2015,2014,MIN,Minnesota Timberwolves
Andrew Wiggins,5510640,2015,2014,MIN,Minnesota Timberwolves
Ricky Rubio,5070686,2015,2014,MIN,Minnesota Timberwolves
Chase Budinger,5000000,2015,2014,MIN,Minnesota Timberwolves
Gary Neal,3250000,2015,2014,MIN,Minnesota Timberwolves
Zach LaVine,2055840,2015,2014,MIN,Minnesota Timberwolves
Shabazz Muhammad,1971960,2015,2014,MIN,Minnesota Timberwolves
Adreian Payne,1855320,2015,2014,MIN,Minnesota Timberwolves
Gorgui Dieng,1413480,2015,2014,MIN,Minnesota Timberwolves
Robbie Hummel,880000,2015,2014,MIN,Minnesota Timberwolves
Justin Hamilton,816482,2015,2014,MIN,Minnesota Timberwolves
Lorenzo Brown,283367,2015,2014,MIN,Minnesota Timberwolves
Miroslav Raduljica,96100,2015,2014,MIN,Minnesota Timberwolves
Arinze Onuaku,43226,2015,2014,MIN,Minnesota Timberwolves
Sean Kilpatrick,29843,2015,2014,MIN,Minnesota Timberwolves
Joe Johnson,23180790,2015,2014,NJN,Brooklyn Nets
Deron Williams,19754465,2015,2014,NJN,Brooklyn Nets
Brook Lopez,15719063,2015,2014,NJN,Brooklyn Nets
Thaddeus Young,9410870,2015,2014,NJN,Brooklyn Nets
Jarrett Jack,6300000,2015,2014,NJN,Brooklyn Nets
Travis Outlaw,4000000,2015,2014,NJN,Brooklyn Nets
Mirza Teletovic,3368100,2015,2014,NJN,Brooklyn Nets
Bojan Bogdanovic,3278000,2015,2014,NJN,Brooklyn Nets
Sergey Karasev,1533840,2015,2014,NJN,Brooklyn Nets
Mason Plumlee,1357080,2015,2014,NJN,Brooklyn Nets
Alan Anderson,1276061,2015,2014,NJN,Brooklyn Nets
Jerome Jordan,915243,2015,2014,NJN,Brooklyn Nets
Darius Morris,702756,2015,2014,NJN,Brooklyn Nets
Markel Brown,507336,2015,2014,NJN,Brooklyn Nets
Cory Jefferson,507336,2015,2014,NJN,Brooklyn Nets
Earl Clark,62552,2015,2014,NJN,Brooklyn Nets
Eric Gordon,14898938,2015,2014,NOH,New Orleans Pelicans
Tyreke Evans,10763500,2015,2014,NOH,New Orleans Pelicans
Jrue Holiday,9904495,2015,2014,NOH,New Orleans Pelicans
Ryan Anderson,8491500,2015,2014,NOH,New Orleans Pelicans
Omer Asik,8374646,2015,2014,NOH,New Orleans Pelicans
Anthony Davis,5607240,2015,2014,NOH,New Orleans Pelicans
Quincy Pondexter,3146068,2015,2014,NOH,New Orleans Pelicans
Norris Cole,2038206,2015,2014,NOH,New Orleans Pelicans
Alexis Ajinca,981084,2015,2014,NOH,New Orleans Pelicans
Luke Babbitt,981084,2015,2014,NOH,New Orleans Pelicans
Jimmer Fredette,948163,2015,2014,NOH,New Orleans Pelicans
Dante Cunningham,831942,2015,2014,NOH,New Orleans Pelicans
Jeff Withey,816482,2015,2014,NOH,New Orleans Pelicans
Gal Mekel,633974,2015,2014,NOH,New Orleans Pelicans
Darius Miller,400000,2015,2014,NOH,New Orleans Pelicans
Toney Douglas,268974,2015,2014,NOH,New Orleans Pelicans
Elliot Williams,107676,2015,2014,NOH,New Orleans Pelicans
Patric Young,100000,2015,2014,NOH,New Orleans Pelicans
Nate Wolters,96056,2015,2014,NOH,New Orleans Pelicans
Amar\'e Stoudemire,23410988,2015,2014,NYK,New York Knicks
Carmelo Anthony,22458000,2015,2014,NYK,New York Knicks
Andrea Bargnani,11500000,2015,2014,NYK,New York Knicks
Jose Calderon,7097191,2015,2014,NYK,New York Knicks
Samuel Dalembert,3867282,2015,2014,NYK,New York Knicks
Alexey Shved,3282056,2015,2014,NYK,New York Knicks
Jason Smith,3278000,2015,2014,NYK,New York Knicks
Shane Larkin,1606080,2015,2014,NYK,New York Knicks
Tim Hardaway,1250640,2015,2014,NYK,New York Knicks
Arnett Moultrie,1136160,2015,2014,NYK,New York Knicks
Cole Aldrich,981084,2015,2014,NYK,New York Knicks
Quincy Acy,915243,2015,2014,NYK,New York Knicks
Cleanthony Early,507336,2015,2014,NYK,New York Knicks
Travis Wear,507336,2015,2014,NYK,New York Knicks
Louis Amundson,409167,2015,2014,NYK,New York Knicks
Lance Thomas,403784,2015,2014,NYK,New York Knicks
Langston Galloway,235762,2015,2014,NYK,New York Knicks
Ricky Ledo,96056,2015,2014,NYK,New York Knicks
Alex Kirk,65000,2015,2014,NYK,New York Knicks
Orlando Sanchez,15000,2015,2014,NYK,New York Knicks
Kevin Durant,18995624,2015,2014,OKC,Oklahoma City Thunder
Russell Westbrook,15719062,2015,2014,OKC,Oklahoma City Thunder
Serge Ibaka,12350000,2015,2014,OKC,Oklahoma City Thunder
Enes Kanter,5694674,2015,2014,OKC,Oklahoma City Thunder
Dion Waiters,4062000,2015,2014,OKC,Oklahoma City Thunder
Steve Novak,3445946,2015,2014,OKC,Oklahoma City Thunder
Anthony Morrow,3200000,2015,2014,OKC,Oklahoma City Thunder
D.J. Augustin,3000000,2015,2014,OKC,Oklahoma City Thunder
Nick Collison,2242003,2015,2014,OKC,Oklahoma City Thunder
Jeremy Lamb,2202000,2015,2014,OKC,Oklahoma City Thunder
Steven Adams,2184960,2015,2014,OKC,Oklahoma City Thunder
Mitch McGary,1400040,2015,2014,OKC,Oklahoma City Thunder
Andre Roberson,1160880,2015,2014,OKC,Oklahoma City Thunder
Perry Jones,1129200,2015,2014,OKC,Oklahoma City Thunder
Kyle Singler,1090000,2015,2014,OKC,Oklahoma City Thunder
Sebastian Telfair,915243,2015,2014,OKC,Oklahoma City Thunder
Channing Frye,8175476,2015,2014,ORL,Orlando Magic
Glen Davis,6600000,2015,2014,ORL,Orlando Magic
Victor Oladipo,4978200,2015,2014,ORL,Orlando Magic
Ben Gordon,4500000,2015,2014,ORL,Orlando Magic
Aaron Gordon,3992040,2015,2014,ORL,Orlando Magic
Al Harrington,3805000,2015,2014,ORL,Orlando Magic
Nikola Vucevic,2751260,2015,2014,ORL,Orlando Magic
Luke Ridnour,2750000,2015,2014,ORL,Orlando Magic
Elfrid Payton,2397840,2015,2014,ORL,Orlando Magic
Tobias Harris,2380594,2015,2014,ORL,Orlando Magic
Maurice Harkless,1887840,2015,2014,ORL,Orlando Magic
Anthony Randolph,1825359,2015,2014,ORL,Orlando Magic
Andrew Nicholson,1545840,2015,2014,ORL,Orlando Magic
Evan Fournier,1483920,2015,2014,ORL,Orlando Magic
Willie Green,1448490,2015,2014,ORL,Orlando Magic
Kyle O\'Quinn,915243,2015,2014,ORL,Orlando Magic
Devyn Marble,884879,2015,2014,ORL,Orlando Magic
Dewayne Dedmon,816482,2015,2014,ORL,Orlando Magic
Peyton Siva,100000,2015,2014,ORL,Orlando Magic
Seth Curry,100000,2015,2014,ORL,Orlando Magic
JaVale McGee,11250000,2015,2014,PHI,Philadelphia 76ers
Jason Richardson,6601125,2015,2014,PHI,Philadelphia 76ers
Joel Embiid,4427640,2015,2014,PHI,Philadelphia 76ers
Luc Mbah a Moute,4382576,2015,2014,PHI,Philadelphia 76ers
Thomas Robinson,3678360,2015,2014,PHI,Philadelphia 76ers
Andrei Kirilenko,3326235,2015,2014,PHI,Philadelphia 76ers
Nerlens Noel,3315120,2015,2014,PHI,Philadelphia 76ers
Furkan Aldemir,3000000,2015,2014,PHI,Philadelphia 76ers
Travis Outlaw,3000000,2015,2014,PHI,Philadelphia 76ers
Eric Maynor,2106720,2015,2014,PHI,Philadelphia 76ers
Ronny Turiaf,1500000,2015,2014,PHI,Philadelphia 76ers
Tony Wroten,1210080,2015,2014,PHI,Philadelphia 76ers
Marquis Teague,1120920,2015,2014,PHI,Philadelphia 76ers
Robert Covington,1000000,2015,2014,PHI,Philadelphia 76ers
Ish Smith,981084,2015,2014,PHI,Philadelphia 76ers
Henry Sims,915243,2015,2014,PHI,Philadelphia 76ers
Jerami Grant,884879,2015,2014,PHI,Philadelphia 76ers
Isaiah Canaan,816482,2015,2014,PHI,Philadelphia 76ers
Hollis Thompson,816482,2015,2014,PHI,Philadelphia 76ers
JaKarr Sampson,507336,2015,2014,PHI,Philadelphia 76ers
Glenn Robinson,507336,2015,2014,PHI,Philadelphia 76ers
Malcolm Thomas,474000,2015,2014,PHI,Philadelphia 76ers
Pierre Jackson,400000,2015,2014,PHI,Philadelphia 76ers
Jarvis Varnado,75000,2015,2014,PHI,Philadelphia 76ers
Larry Drew,59686,2015,2014,PHI,Philadelphia 76ers
Tim Frazier,59686,2015,2014,PHI,Philadelphia 76ers
Drew Gordon,40000,2015,2014,PHI,Philadelphia 76ers
Eric Bledsoe,12173913,2015,2014,PHO,Phoenix Suns
Marcus Thornton,8575000,2015,2014,PHO,Phoenix Suns
Josh Childress,7317500,2015,2014,PHO,Phoenix Suns
P.J. Tucker,5700000,2015,2014,PHO,Phoenix Suns
Brandan Wright,5000000,2015,2014,PHO,Phoenix Suns
Alex Len,3649920,2015,2014,PHO,Phoenix Suns
Brandon Knight,3553917,2015,2014,PHO,Phoenix Suns
Gerald Green,3500000,2015,2014,PHO,Phoenix Suns
Markieff Morris,2989239,2015,2014,PHO,Phoenix Suns
Marcus Morris,2943221,2015,2014,PHO,Phoenix Suns
Danny Granger,2077000,2015,2014,PHO,Phoenix Suns
John Salmons,2000000,2015,2014,PHO,Phoenix Suns
T.J. Warren,1953120,2015,2014,PHO,Phoenix Suns
Reggie Bullock,1200720,2015,2014,PHO,Phoenix Suns
Archie Goodwin,1112280,2015,2014,PHO,Phoenix Suns
Kendall Marshall,915243,2015,2014,PHO,Phoenix Suns
Tony Mitchell,816482,2015,2014,PHO,Phoenix Suns
Michael Beasley,777778,2015,2014,PHO,Phoenix Suns
Earl Barron,107676,2015,2014,PHO,Phoenix Suns
A.J. Price,62552,2015,2014,PHO,Phoenix Suns
Seth Curry,48028,2015,2014,PHO,Phoenix Suns
Jerel McNeal,29843,2015,2014,PHO,Phoenix Suns
Brandon Roy,19317326,2015,2014,POR,Portland Trail Blazers
LaMarcus Aldridge,16006000,2015,2014,POR,Portland Trail Blazers
Nicolas Batum,11765500,2015,2014,POR,Portland Trail Blazers
Arron Afflalo,7750000,2015,2014,POR,Portland Trail Blazers
Wesley Matthews,7245640,2015,2014,POR,Portland Trail Blazers
Robin Lopez,6124728,2015,2014,POR,Portland Trail Blazers
Chris Kaman,4800000,2015,2014,POR,Portland Trail Blazers
Damian Lillard,3340920,2015,2014,POR,Portland Trail Blazers
Dorell Wright,3150000,2015,2014,POR,Portland Trail Blazers
Joel Freeland,3013512,2015,2014,POR,Portland Trail Blazers
C.J. McCollum,2421000,2015,2014,POR,Portland Trail Blazers
Meyers Leonard,2317920,2015,2014,POR,Portland Trail Blazers
Steve Blake,2077000,2015,2014,POR,Portland Trail Blazers
Alonzo Gee,1063384,2015,2014,POR,Portland Trail Blazers
Diante Garrett,915243,2015,2014,POR,Portland Trail Blazers
Allen Crabbe,862000,2015,2014,POR,Portland Trail Blazers
Tim Frazier,50734,2015,2014,POR,Portland Trail Blazers
Rudy Gay,19317325,2015,2014,SAC,Sacramento Kings
DeMarcus Cousins,13701250,2015,2014,SAC,Sacramento Kings
Carl Landry,6500000,2015,2014,SAC,Sacramento Kings
Derrick Williams,6331404,2015,2014,SAC,Sacramento Kings
Jason Thompson,6037500,2015,2014,SAC,Sacramento Kings
Darren Collison,4797664,2015,2014,SAC,Sacramento Kings
Andre Miller,4625000,2015,2014,SAC,Sacramento Kings
Ben McLemore,3026280,2015,2014,SAC,Sacramento Kings
Nik Stauskas,2745840,2015,2014,SAC,Sacramento Kings
Reggie Evans,1768653,2015,2014,SAC,Sacramento Kings
Ryan Hollins,1316809,2015,2014,SAC,Sacramento Kings
Omri Casspi,1063384,2015,2014,SAC,Sacramento Kings
Wayne Ellington,923780,2015,2014,SAC,Sacramento Kings
Ray McCallum,816482,2015,2014,SAC,Sacramento Kings
Eric Moreland,507336,2015,2014,SAC,Sacramento Kings
Quincy Miller,107676,2015,2014,SAC,Sacramento Kings
David Stockton,29843,2015,2014,SAC,Sacramento Kings
David Wear,29843,2015,2014,SAC,Sacramento Kings
Sim Bhullar,29843,2015,2014,SAC,Sacramento Kings
Tony Parker,12500000,2015,2014,SAS,San Antonio Spurs
Tim Duncan,10000000,2015,2014,SAS,San Antonio Spurs
Tiago Splitter,9250000,2015,2014,SAS,San Antonio Spurs
Boris Diaw,7500000,2015,2014,SAS,San Antonio Spurs
Manu Ginobili,7000000,2015,2014,SAS,San Antonio Spurs
Danny Green,4025000,2015,2014,SAS,San Antonio Spurs
Patrick Mills,3842105,2015,2014,SAS,San Antonio Spurs
Kawhi Leonard,2894059,2015,2014,SAS,San Antonio Spurs
Marco Belinelli,2873750,2015,2014,SAS,San Antonio Spurs
Aron Baynes,2077000,2015,2014,SAS,San Antonio Spurs
Cory Joseph,2023261,2015,2014,SAS,San Antonio Spurs
Jeff Ayres,1828750,2015,2014,SAS,San Antonio Spurs
Matt Bonner,1448490,2015,2014,SAS,San Antonio Spurs
Kyle Anderson,1093680,2015,2014,SAS,San Antonio Spurs
Austin Daye,1063384,2015,2014,SAS,San Antonio Spurs
Reggie Williams,125104,2015,2014,SAS,San Antonio Spurs
Bryce Cotton,50000,2015,2014,SAS,San Antonio Spurs
Josh Davis,20000,2015,2014,SAS,San Antonio Spurs
Kyle Lowry,12000000,2015,2014,TOR,Toronto Raptors 
DeMar DeRozan,9500000,2015,2014,TOR,Toronto Raptors 
Amir Johnson,7000000,2015,2014,TOR,Toronto Raptors 
Greivis Vasquez,6400000,2015,2014,TOR,Toronto Raptors 
Landry Fields,6250000,2015,2014,TOR,Toronto Raptors 
Chuck Hayes,5958750,2015,2014,TOR,Toronto Raptors 
Patrick Patterson,5831326,2015,2014,TOR,Toronto Raptors 
Lou Williams,5450000,2015,2014,TOR,Toronto Raptors 
Jonas Valanciunas,3678360,2015,2014,TOR,Toronto Raptors 
Tyler Hansbrough,3326235,2015,2014,TOR,Toronto Raptors 
Terrence Ross,2793960,2015,2014,TOR,Toronto Raptors 
James Johnson,2500000,2015,2014,TOR,Toronto Raptors 
Lucas Nogueira,1762680,2015,2014,TOR,Toronto Raptors 
Bruno Caboclo,1458360,2015,2014,TOR,Toronto Raptors 
Greg Stiemsma,981084,2015,2014,TOR,Toronto Raptors 
Marcus Camby,646609,2015,2014,TOR,Toronto Raptors 
Will Cherry,25000,2015,2014,TOR,Toronto Raptors 
Gordon Hayward,14746000,2015,2014,UTA,Utah Jazz
Derrick Favors,12833333,2015,2014,UTA,Utah Jazz
Kendrick Perkins,9654342,2015,2014,UTA,Utah Jazz
Trevor Booker,5000000,2015,2014,UTA,Utah Jazz
Dante Exum,3615000,2015,2014,UTA,Utah Jazz
Alec Burks,3034356,2015,2014,UTA,Utah Jazz
Trey Burke,2548560,2015,2014,UTA,Utah Jazz
Jeremy Evans,1794871,2015,2014,UTA,Utah Jazz
Rodney Hood,1290360,2015,2014,UTA,Utah Jazz
Rudy Gobert,1127400,2015,2014,UTA,Utah Jazz
Carrick Felix,816482,2015,2014,UTA,Utah Jazz
Grant Jerrett,816481,2015,2014,UTA,Utah Jazz
Joe Ingles,507336,2015,2014,UTA,Utah Jazz
Toure\' Murry,250000,2015,2014,UTA,Utah Jazz
Elijah Millsap,241731,2015,2014,UTA,Utah Jazz
Jack Cooley,187357,2015,2014,UTA,Utah Jazz
Chris Johnson,166897,2015,2014,UTA,Utah Jazz
Bryce Cotton,152200,2015,2014,UTA,Utah Jazz
Dee Bost,65000,2015,2014,UTA,Utah Jazz
Dee Bost,65000,2015,2014,UTA,Utah Jazz
Kevin Murphy,65000,2015,2014,UTA,Utah Jazz
Elliot Williams,53838,2015,2014,UTA,Utah Jazz
Jerrelle Benimon,29843,2015,2014,UTA,Utah Jazz
John Wall,14746000,2015,2014,WAS,Washington Wizards
Nene Hilario,13000000,2015,2014,WAS,Washington Wizards
Marcin Gortat,10434782,2015,2014,WAS,Washington Wizards
Andray Blatche,8471339,2015,2014,WAS,Washington Wizards
Martell Webster,5381750,2015,2014,WAS,Washington Wizards
Paul Pierce,5305000,2015,2014,WAS,Washington Wizards
Bradley Beal,4505280,2015,2014,WAS,Washington Wizards
Otto Porter,4470480,2015,2014,WAS,Washington Wizards
Kris Humphries,4300000,2015,2014,WAS,Washington Wizards
Kevin Seraphin,3898692,2015,2014,WAS,Washington Wizards
Ramon Sessions,2077000,2015,2014,WAS,Washington Wizards
DeJuan Blair,2000000,2015,2014,WAS,Washington Wizards
Rasual Butler,1448490,2015,2014,WAS,Washington Wizards
Drew Gooden,1448000,2015,2014,WAS,Washington Wizards
Garrett Temple,981084,2015,2014,WAS,Washington Wizards
Glen Rice,400000,2015,2014,WAS,Washington Wizards
Will Bynum,144468,2015,2014,WAS,Washington Wizards
Toure\' Murry,96056,2015,2014,WAS,Washington Wizards
Al Horford,12000000,2014,2013,ATL,Atlanta Hawks
Paul Millsap,9500000,2014,2013,ATL,Atlanta Hawks
Jeff Teague,8000000,2014,2013,ATL,Atlanta Hawks
Kyle Korver,6760563,2014,2013,ATL,Atlanta Hawks
Louis Williams,5225000,2014,2013,ATL,Atlanta Hawks
Elton Brand,4000000,2014,2013,ATL,Atlanta Hawks
DeMarre Carroll,2557545,2014,2013,ATL,Atlanta Hawks
Gustavo Ayon,1500000,2014,2013,ATL,Atlanta Hawks
Dennis Schroeder,1348200,2014,2013,ATL,Atlanta Hawks
John Jenkins,1258800,2014,2013,ATL,Atlanta Hawks
Jared Cunningham,1208400,2014,2013,ATL,Atlanta Hawks
Shelvin Mack,884293,2014,2013,ATL,Atlanta Hawks
Mike Scott,788872,2014,2013,ATL,Atlanta Hawks
Jeremy Tyler,100000,2014,2013,ATL,Atlanta Hawks
Kris Humphries,12000000,2014,2013,BOS,Boston Celtic
Rajon Rondo,11954545,2014,2013,BOS,Boston Celtic
Gerald Wallace,10105855,2014,2013,BOS,Boston Celtic
Jeff Green,8965000,2014,2013,BOS,Boston Celtic
Brandon Bass,6450000,2014,2013,BOS,Boston Celtic
Keith Bogans,5058198,2014,2013,BOS,Boston Celtic
Avery Bradley,2511432,2014,2013,BOS,Boston Celtic
Jordan Crawford,2162419,2014,2013,BOS,Boston Celtic
Kelly Olynyk,1986360,2014,2013,BOS,Boston Celtic
Jared Sullinger,1365720,2014,2013,BOS,Boston Celtic
MarShon Brooks,1210080,2014,2013,BOS,Boston Celtic
Derrick Rose,17632688,2014,2013,CHI,Chicago Bulls
Carlos Boozer,15300000,2014,2013,CHI,Chicago Bulls
Luol Deng,14275000,2014,2013,CHI,Chicago Bulls
Joakim Noah,11100000,2014,2013,CHI,Chicago Bulls
Taj Gibson,7550000,2014,2013,CHI,Chicago Bulls
Andrew Bynum,6000000,2014,2013,CHI,Chicago Bulls
Kirk Hinrich,4059000,2014,2013,CHI,Chicago Bulls
Mike Dunleavy,3183000,2014,2013,CHI,Chicago Bulls
Tony Snell,1409040,2014,2013,CHI,Chicago Bulls
Nazr Mohammed,1399507,2014,2013,CHI,Chicago Bulls
Jimmy Butler,1112880,2014,2013,CHI,Chicago Bulls
Marquis Teague,1074720,2014,2013,CHI,Chicago Bulls
Richard Hamilton,1000000,2014,2013,CHI,Chicago Bulls
Anderson Varejao,9036364,2014,2013,CLE,Cleveland Caveliers
Jarrett Jack,6300000,2014,2013,CLE,Cleveland Caveliers
Kyrie Irving,5607240,2014,2013,CLE,Cleveland Caveliers
Anthony Bennett,5324280,2014,2013,CLE,Cleveland Caveliers
Earl Clark,4250000,2014,2013,CLE,Cleveland Caveliers
Tristan Thompson,4062000,2014,2013,CLE,Cleveland Caveliers
Dion Waiters,3894240,2014,2013,CLE,Cleveland Caveliers
Alonzo Gee,3250000,2014,2013,CLE,Cleveland Caveliers
C.J. Miles,2225000,2014,2013,CLE,Cleveland Caveliers
Tyler Zeller,1633440,2014,2013,CLE,Cleveland Caveliers
Sergey Karasev,1467840,2014,2013,CLE,Cleveland Caveliers
Dirk Nowitzki,22721381,2014,2013,DAL,Dallas Mavericks
Shawn Marion,9316796,2014,2013,DAL,Dallas Mavericks
Monta Ellis,8000000,2014,2013,DAL,Dallas Mavericks
Jose Calderon,6791570,2014,2013,DAL,Dallas Mavericks
